Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
259,16.160305,-31.381679,10.045802,-0.052979,-1.022217,-0.073242,0.00,0.00,0.00
260,16.267176,-32.175573,10.671756,-0.045166,-1.013428,-0.075439,0.00,0.00,0.00
261,16.282443,-33.427481,10.641221,-0.031738,-1.003906,-0.077637,0.00,0.00,0.00
262,16.488550,-33.801527,10.648855,-0.028564,-1.003174,-0.068359,0.00,0.00,0.00
263,16.725191,-32.961832,10.564885,-0.016357,-1.002686,-0.053955,0.00,0.00,0.00
264,17.259542,-32.175573,10.992366,-0.019531,-0.996582,-0.056396,0.00,0.00,0.00
265,17.732824,-32.358779,10.885496,-0.016846,-0.985352,-0.053955,0.00,0.00,0.00
266,18.183206,-31.564885,10.732824,-0.014160,-0.977539,-0.049316,0.00,0.00,0.00
267,18.175573,-30.557252,10.442748,-0.010742,-0.983398,-0.044678,0.00,0.00,0.00
268,18.320611,-30.160305,10.007634,0.011719,-0.989258,-0.051514,0.00,0.00,0.00
269,18.725191,-28.793893,9.969466,0.024414,-0.993896,-0.055176,0.00,0.00,0.00
270,18.984733,-27.290076,9.427481,0.020020,-0.994385,-0.046875,0.00,0.00,0.00
271,18.671756,-26.450382,9.297710,0.012695,-1.000488,-0.029541,0.00,0.00,0.00
272,18.786260,-25.038168,9.244275,0.008545,-1.009521,-0.032471,0.00,0.00,0.00
273,19.526718,-23.702290,9.404580,0.000000,-0.987061,-0.022949,0.00,0.00,0.00
274,19.755725,-21.305344,9.709924,-0.020752,-1.019287,0.002197,0.00,0.00,0.00
275,20.442748,-20.687023,9.274809,-0.032227,-0.996094,-0.002686,0.00,0.00,0.00
276,19.381679,-19.335878,9.809160,-0.039795,-0.960449,-0.004150,0.00,0.00,0.00
